Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,City
19.2,9.5,53,19,48.3,100.98,Mostly Cloudy,Sants-Montjuïc
18.8,10.5,59,9,48.3,100.98,Mainly Clear,Sant Martí
17.8,10.9,64,13,24.1,100.99,Mainly Clear,Ciutat Vella
16.6,10.5,67,11,25.0,101.02,Clear,Arganzuela
15.7,10.6,72,7,25.0,101.03,Mainly Clear,San Blas
14.3,10.5,78,13,25.0,101.06,Mostly Cloudy,Latina
13.1,9.5,79,7,25.0,101.05,Mainly Clear,Usera
14.0,9.2,73,17,25.0,101.03,Cloudy,Salamanca
14.2,9.9,75,15,25.0,101.02,Mostly Cloudy,Chamberí
14.0,9.7,75,17,25.0,100.96,Mostly Cloudy,Carabanchel
14.1,9.3,73,17,25.0,100.89,Mostly Cloudy,City Center
14.7,8.7,67,17,25.0,100.87,Mostly Cloudy,Retiro
14.6,9.0,69,17,25.0,100.88,Mostly Cloudy,l'Alfàs del Pi
15.1,9.2,68,17,25.0,100.84,Mostly Cloudy,Las Gabias
15.0,9.1,68,17,24.1,100.86,Cloudy,Delicias
14.9,10.4,74,19,24.1,100.87,Cloudy,Almozara
14.9,11.0,77,19,24.1,100.89,Cloudy,Montecanal
15.4,12.0,80,20,24.1,100.88,Cloudy,Oliver-Valdefierro
16.7,12.6,77,19,24.1,100.89,Cloudy,Santutxu
18.1,13.5,74,20,24.1,100.84,Cloudy,Los Realejos
18.1,13.9,76,15,24.1,100.82,Cloudy,Pasaia
18.8,14.6,77,20,24.1,100.8,Cloudy,Basauri
20.0,14.8,72,24,24.1,100.73,Cloudy,Llefià
17.6,15.6,88,11,24.1,100.75,Mostly Cloudy,Corvera de Asturias
18.8,15.2,80,7,24.1,100.74,Rain Showers,Tres Cantos
16.1,12.6,80,19,24.1,100.86,Mostly Cloudy,Iturrama
14.6,10.2,75,17,24.1,101.0,Mostly Cloudy,Ermitagaña
13.6,9.5,76,7,25.0,101.09,Mostly Cloudy,Primer Ensanche
13.8,7.8,67,15,25.0,101.22,Cloudy,Segundo Ensanche
13.6,7.0,64,6,25.0,101.33,Cloudy,Fuencarral-El Pardo
12.6,7.5,71,7,25.0,101.39,Mostly Cloudy,Villa de Vallecas
11.9,6.2,68,7,25.0,101.46,Mostly Cloudy,Natahoyo
10.1,6.0,76,7,25.0,101.51,Mainly Clear,Ziway
8.3,6.3,87,9,25.0,101.54,Mainly Clear,Yirga ‘Alem
7.4,5.9,90,9,25.0,101.56,Mainly Clear,Yabēlo
6.3,4.9,91,9,25.0,101.63,Clear,Werota
5.1,4.1,93,11,25.0,101.69,Clear,Wenjī
6.0,4.6,91,7,25.0,101.76,Clear,Tippi
6.4,4.3,86,0,48.3,101.86,Clear,Shashemenē
7.5,5.3,86,0,48.3,101.91,Clear,Shambu
9.0,5.6,79,11,48.3,101.99,Clear,Shakīso
10.9,5.1,67,9,48.3,102.03,Mainly Clear,Sebeta
12.8,4.4,57,4,48.3,102.06,Mainly Clear,Robīt
12.8,3.5,53,6,48.3,102.04,Mainly Clear,Nejo
12.9,3.8,54,4,48.3,102.04,Mainly Clear,Nazrēt
13.6,4.5,54,11,48.3,101.99,Mostly Cloudy,Mojo
14.9,4.4,49,4,48.3,101.95,Mainly Clear,Metu
15.1,4.7,50,9,48.3,101.93,Mainly Clear,Metahāra
15.1,3.7,46,11,48.3,101.93,Mainly Clear,Mendī
14.6,3.6,48,7,48.3,101.94,Mainly Clear,Mekele
13.1,3.8,53,7,48.3,101.97,Mainly Clear,Maych’ew
10.6,4.4,65,0,25.0,102.0,Clear,Korem
11.5,4.9,64,4,25.0,102.01,Mainly Clear,K’olīto
9.4,5.5,77,7,25.0,102.01,Clear,Kibre Mengist
9.3,4.8,73,4,25.0,101.99,Clear,Kemisē
9.2,4.6,73,4,25.0,101.98,Clear,Kombolcha
9.2,4.0,70,6,25.0,101.96,Clear,Jinka
8.0,4.7,80,7,25.0,101.98,Mainly Clear,Jīma
8.9,5.2,78,6,25.0,101.94,Mainly Clear,Jijiga
7.2,4.9,85,9,25.0,101.92,Clear,Inda Silasē
6.0,5.3,95,9,25.0,101.91,Clear,Harar
5.1,4.6,97,7,25.0,101.87,Mainly Clear,Hāgere Hiywet
5.3,4.1,92,9,48.3,101.83,Mainly Clear,Gondar
7.6,4.7,82,11,48.3,101.8,Mainly Clear,Goba
9.3,5.8,79,9,48.3,101.81,Mainly Clear,Waliso
10.7,5.3,69,13,48.3,101.76,Mostly Cloudy,Ginir
13.3,6.0,61,13,48.3,101.67,Mostly Cloudy,Gimbi
14.6,5.2,53,13,48.3,101.62,Mostly Cloudy,Genet
15.8,7.1,56,7,48.3,101.55,Mostly Cloudy,Gelemso
16.6,6.9,53,9,48.3,101.42,Mainly Clear,Gebre Guracha
16.7,8.7,59,17,24.1,101.37,Mostly Cloudy,Gambēla
15.6,9.6,67,19,24.1,101.35,Mostly Cloudy,Finote Selam
14.2,10.0,76,17,24.1,101.33,Mostly Cloudy,Fichē
13.3,10.1,81,17,24.1,101.34,Mostly Cloudy,Felege Neway
12.9,10.0,83,15,24.1,101.33,Mostly Cloudy,Dubti
13.0,10.0,82,15,25.0,101.35,Mostly Cloudy,Dodola
13.1,10.1,82,4,25.0,101.34,Mostly Cloudy,Dire Dawa
13.1,9.8,80,7,25.0,101.32,Mostly Cloudy,Dīla
13.1,9.8,80,9,25.0,101.3,Mostly Cloudy,Desē
13.1,9.2,77,11,19.3,101.29,Cloudy,Dembī Dolo
13.0,9.3,78,7,19.3,101.27,Cloudy,Bishoftu
13.1,9.3,78,9,25.0,101.24,Cloudy,Debre Tabor
13.0,9.3,78,11,25.0,101.2,Cloudy,Debre Mark’os
11.7,9.9,89,11,25.0,101.19,Cloudy,Debre Birhan
11.3,9.6,89,15,25.0,101.19,Cloudy,Debark’
10.3,8.9,91,19,25.0,101.23,Cloudy,Butajīra
10.2,8.8,91,11,25.0,101.27,Cloudy,Burē
9.8,8.6,92,17,25.0,101.29,Cloudy,Bonga
10.9,9.0,88,19,24.1,101.28,Cloudy,Bodītī
12.4,9.6,83,22,24.1,101.27,Mostly Cloudy,Bichena
13.0,10.0,82,20,24.1,101.23,Cloudy,Bedēsa
12.6,9.8,83,24,24.1,101.19,Cloudy,Bedelē
12.6,9.9,84,22,24.1,101.18,Drizzle,Batī
12.4,9.8,84,19,24.1,101.15,Drizzle,Bako
12.6,9.8,83,19,24.1,101.12,Cloudy,Bahir Dar
11.6,10.1,91,20,19.3,101.11,Drizzle,Hawassa
11.7,9.8,88,26,24.1,101.11,Cloudy,Āsosa
11.1,10.4,95,22,9.7,101.12,Drizzle,Āsbe Teferī
10.8,9.8,94,20,16.1,101.12,Drizzle,Asaita
10.5,10.2,98,19,6.4,101.15,"Drizzle,Fog",Āsasa
10.5,9.9,96,24,8.0,101.13,"Drizzle,Fog",Āreka
10.7,9.8,94,22,9.7,101.11,"Drizzle,Fog",Ārba Minch’
10.6,9.9,95,20,9.7,101.08,"Drizzle,Fog",Axum
10.8,9.7,93,17,12.9,101.06,Drizzle,Hagere Maryam
10.8,9.4,91,13,8.0,101.03,"Drizzle,Fog",Āgaro
10.7,9.6,93,15,8.0,101.02,"Drizzle,Fog",Ādīs Zemen
10.3,9.8,97,20,6.4,100.97,"Drizzle,Fog",Addis Ababa
10.4,9.6,95,17,12.9,100.92,Drizzle,Ādīgrat
10.8,9.5,92,17,12.9,100.96,Cloudy,Addiet Canna
10.9,9.6,92,15,16.1,100.92,Cloudy,Abomsa
11.0,9.6,91,13,19.3,100.9,Cloudy,Ylöjärvi
11.2,9.9,92,15,19.3,100.88,Cloudy,Vihti
11.4,9.9,90,19,19.3,100.9,Cloudy,Varkaus
11.7,9.9,89,20,19.3,100.84,Cloudy,Vantaa
11.9,10.1,89,17,19.3,100.79,Cloudy,Valkeakoski
12.2,10.2,88,19,12.9,100.72,Cloudy,Vaasa
11.8,11.1,95,17,9.7,100.65,"Drizzle,Fog",Uusikaupunki
11.4,11.0,97,13,6.4,100.54,"Drizzle,Fog",Tuusula
11.5,11.1,97,19,8.0,100.46,"Rain,Fog",Turku
11.6,10.9,95,20,6.4,100.36,"Rain,Fog",Tornio
11.7,11.2,97,13,8.0,100.28,"Rain,Fog",Tampere
11.7,11.2,97,11,8.0,100.21,"Rain,Fog",Siilinjärvi
11.6,11.5,99,4,9.7,100.15,"Rain,Fog",Sibbo
11.5,11.4,99,9,9.7,100.09,"Rain,Fog",Seinäjoki
11.6,11.6,100,9,8.0,100.0,"Rain,Fog",Savonlinna
11.6,11.5,99,11,9.7,99.9,"Rain,Fog",Salo
11.6,11.2,97,13,16.1,99.79,Rain,Rovaniemi
11.5,11.2,98,15,6.4,99.72,"Rain,Fog",Riihimäki
11.5,11.1,97,15,19.3,99.62,Rain,Rauma
11.4,11.1,98,17,6.4,99.56,"Rain,Fog",Raisio
11.3,11.2,99,15,6.4,99.5,"Rain,Fog",Raahe
11.2,11.0,99,17,8.0,99.44,"Rain,Fog",Pori
11.3,11.1,99,15,6.4,99.44,"Rain,Fog",Pirkkala
11.3,11.1,99,15,8.0,99.47,"Rain,Fog",Oulu
11.7,11.0,95,15,19.3,99.51,Cloudy,Nurmijärvi
12.1,11.2,94,17,19.3,99.6,Rain,Nokia
12.6,11.8,95,17,24.1,99.7,Cloudy,Mikkeli
14.0,12.3,89,19,24.1,99.8,Mostly Cloudy,Mäntsälä
14.9,12.0,83,20,24.1,99.88,Cloudy,Lovisa
14.8,11.9,83,26,24.1,99.96,Cloudy,Lohja
14.8,11.3,80,17,24.1,100.06,Cloudy,Lieto
14.9,11.5,80,19,24.1,100.14,Cloudy,Lempäälä
15.3,11.4,78,24,24.1,100.2,Cloudy,Laukaa
15.2,11.5,79,26,24.1,100.27,Cloudy,Lappeenranta
15.0,11.5,80,19,24.1,100.35,Cloudy,Lahti
14.9,11.4,80,17,48.3,100.45,Mostly Cloudy,Kirkkonummi
14.6,11.6,82,6,25.0,100.51,Cloudy,Kuusamo
14.6,11.7,83,9,25.0,100.57,Mostly Cloudy,Kuopio
13.8,11.7,87,9,25.0,100.61,Mostly Cloudy,Kouvola
13.8,12.0,89,6,25.0,100.65,Mostly Cloudy,Kotka
13.1,12.7,97,6,25.0,100.66,Mostly Cloudy,Korsholm
14.2,12.9,92,22,25.0,100.75,Mostly Cloudy,Kokkola
13.5,12.7,95,9,25.0,100.74,Mostly Cloudy,Kerava
12.8,12.6,99,9,25.0,100.76,Mostly Cloudy,Kemi
12.4,12.3,99,7,19.3,100.77,Mostly Cloudy,Karhula
12.1,11.8,98,7,19.3,100.82,Mainly Clear,Kangasala
12.0,11.9,99,6,19.3,100.85,Clear,Kajaani
11.1,11.0,99,6,16.1,100.92,Mainly Clear,Kaarina
11.2,11.2,100,0,48.3,100.96,Mostly Cloudy,Jyväskylä
11.9,11.8,99,4,24.1,101.04,Mostly Cloudy,Joensuu
13.0,12.4,96,9,24.1,101.08,Mostly Cloudy,Järvenpää
14.3,13.1,92,6,24.1,101.08,Cloudy,Janakkala
15.2,13.3,88,9,24.1,101.09,Cloudy,Jämsä
16.6,13.9,84,7,24.1,101.08,Mostly Cloudy,Jakobstad
18.2,13.6,75,13,24.1,101.1,Mostly Cloudy,Imatra
18.2,12.9,71,9,24.1,101.03,Cloudy,Iisalmi
18.7,12.4,67,11,24.1,101.03,Mostly Cloudy,Hyvinge
18.8,11.5,63,9,24.1,101.08,Mostly Cloudy,Hollola
18.7,12.6,68,6,24.1,101.06,Mostly Cloudy,Helsinki
17.9,13.9,77,9,24.1,101.1,Mostly Cloudy,Heinola
16.6,13.3,81,9,24.1,101.16,Mainly Clear,Haukipudas
15.0,13.3,90,11,25.0,101.18,Mainly Clear,Hamina
14.6,13.0,90,9,25.0,101.22,Mainly Clear,Hämeenlinna
14.0,12.8,92,6,25.0,101.27,Mainly Clear,Forssa
14.2,12.9,92,4,25.0,101.28,Clear,Espoo
11.4,10.9,97,4,25.0,101.31,Clear,Porvoo
11.9,11.7,99,4,25.0,101.3,Clear,Anjala
11.3,11.0,98,4,25.0,101.33,Clear,Länsi-Turunmaa
11.3,11.2,99,7,25.0,101.32,Clear,Suva
11.6,11.4,99,7,25.0,101.33,Clear,Nadi
11.5,11.2,98,7,25.0,101.37,Clear,Lautoka
11.0,11.0,100,11,3.2,101.38,Fog,Labasa
11.5,11.5,100,11,0.6,101.42,Fog,Stanley
11.7,11.7,100,13,0.6,101.49,Fog,Palikir - National Government Center
11.4,11.4,100,15,1.6,101.54,Fog,Tórshavn
12.7,12.6,99,19,4.8,101.53,Fog,Yerres
14.8,13.5,92,19,9.7,101.5,Fog,Wittenheim
15.8,13.7,87,19,12.9,101.48,Cloudy,Wattrelos
16.9,13.2,79,19,24.1,101.42,Mostly Cloudy,Wasquehal
17.5,13.5,77,13,19.3,101.4,Mostly Cloudy,Voiron
18.7,13.6,72,13,19.3,101.4,Cloudy,Vitry-sur-Seine
19.3,13.9,71,13,24.1,101.4,Cloudy,Vitry-le-François
19.2,14.2,73,11,24.1,101.42,Cloudy,Vitrolles
19.2,13.9,71,11,24.1,101.45,Cloudy,Vitré
18.9,13.9,73,11,25.0,101.47,Cloudy,Viry-Châtillon
19.0,13.9,72,7,25.0,101.51,Cloudy,Viroflay
18.6,14.3,76,9,25.0,101.51,Cloudy,Vincennes
18.6,14.4,77,11,25.0,101.53,Cloudy,Villiers-sur-Marne
18.3,14.7,80,7,25.0,101.56,Cloudy,Villiers-le-Bel
18.0,14.9,82,7,25.0,101.57,Cloudy,Villeurbanne
17.0,15.1,89,11,16.1,101.55,Cloudy,Villers-lès-Nancy
16.1,14.7,91,11,16.1,101.55,Cloudy,Villepinte
14.7,14.1,96,11,6.4,101.56,Drizzle,Villeparisis
12.6,11.8,95,13,9.7,101.55,"Drizzle,Fog",Villeneuve-sur-Lot
11.7,11.5,99,15,19.3,101.55,Cloudy,Villeneuve-Saint-Georges
11.5,11.0,97,9,16.1,101.59,Cloudy,Villeneuve-le-Roi
11.3,10.8,97,9,6.4,101.58,Fog,Villeneuve-la-Garenne
11.4,11.1,98,13,4.0,101.58,"Drizzle,Fog",Villenave-d’Ornon
12.0,11.8,99,7,4.0,101.57,Fog,Villemomble
12.1,12.0,99,11,2.8,101.54,"Drizzle,Fog",Villejuif
12.6,12.5,99,9,4.8,101.47,"Drizzle,Fog",Villefranche-sur-Saône
13.3,12.8,97,6,6.4,101.47,Fog,Villefontaine
13.6,13.0,96,0,6.4,101.42,"Drizzle,Fog",Vigneux-sur-Seine
14.4,13.2,92,0,6.4,101.38,"Drizzle,Fog",Vierzon
15.6,14.3,92,4,8.0,101.3,"Rain,Fog",Vienne
15.9,14.7,93,4,9.7,101.24,Fog,Vichy
16.0,15.5,97,4,9.7,101.18,Fog,Vesoul
15.8,15.3,97,4,9.7,101.13,Fog,Vertou
14.6,14.5,99,0,9.7,101.12,Fog,Versailles
14.8,14.6,99,6,9.7,101.1,Fog,Verrières-le-Buisson
14.1,14.1,100,4,9.7,101.1,Fog,Vernon
14.4,13.7,96,6,9.7,101.07,Fog,Verneuil-sur-Seine
15.3,13.8,91,13,12.9,101.01,Mainly Clear,Verdun
16.6,13.7,83,13,9.7,100.97,"Rain,Fog",Vénissieux
15.8,12.7,82,11,12.9,100.94,Mainly Clear,Vendôme
15.3,12.6,84,15,12.9,100.94,Mainly Clear,Vence
15.7,12.7,82,17,16.1,100.92,Clear,Vélizy-Villacoublay
14.7,12.6,87,17,19.3,100.94,Clear,Vauréal
14.4,12.6,89,13,19.3,100.96,Clear,Vaulx-en-Velin
13.8,12.6,92,17,19.3,100.96,Clear,Vanves
13.7,12.9,95,4,16.1,100.93,Mainly Clear,Vannes
15.3,14.0,92,6,24.1,100.92,Mainly Clear,Vandœuvre-lès-Nancy
16.8,14.3,85,9,24.1,100.92,Mostly Cloudy,Vallauris
17.3,13.6,79,13,24.1,100.84,Mostly Cloudy,Valenciennes
18.9,14.4,75,11,24.1,100.87,Rain Showers,Valence
17.5,14.3,81,22,24.1,100.85,Cloudy,Tulle
18.5,15.3,82,19,24.1,100.74,Cloudy,Troyes
19.2,14.9,76,20,24.1,100.69,Cloudy,Tremblay-en-France
20.2,15.6,75,19,24.1,100.6,Mostly Cloudy,Trappes
20.7,15.4,72,26,24.1,100.57,Cloudy,Tours
20.3,15.4,73,28,24.1,100.55,Cloudy,Tournefeuille
19.7,14.8,73,26,24.1,100.55,Cloudy,Tourlaville
19.0,14.8,77,24,25.0,100.53,Cloudy,Tourcoing
18.7,14.2,75,32,25.0,100.53,Cloudy,Toulouse
18.1,14.0,77,24,25.0,100.55,Cloudy,Toulon
17.8,13.8,77,22,25.0,100.56,Cloudy,Toul
17.4,12.1,71,19,25.0,100.54,Cloudy,Torcy
17.0,10.9,67,17,25.0,100.53,Cloudy,Thonon-les-Bains
16.8,11.2,70,13,25.0,100.51,Cloudy,Thionville
16.1,10.9,71,17,25.0,100.5,Cloudy,Thiais
15.4,9.6,68,11,25.0,100.44,Rain Showers,Tergnier
14.6,10.1,74,11,25.0,100.39,Rain Showers,Taverny
11.0,9.7,92,13,16.1,100.35,Rain,Tassin-la-Demi-Lune
9.4,8.8,96,15,16.1,100.32,Rain,Tarbes
9.1,8.7,97,6,16.1,100.35,Rain,Talence
8.6,8.4,99,11,8.0,100.35,"Rain,Fog",Suresnes
8.8,8.4,97,7,19.3,100.36,Rain,Sucy-en-Brie
9.5,8.6,94,7,24.1,100.33,Rain,Strasbourg
9.7,8.7,93,13,24.1,100.32,Rain,Stains
9.6,8.4,92,13,24.1,100.35,Rain,Sotteville-lès-Rouen
10.9,9.3,90,17,24.1,100.32,Mostly Cloudy,Sorgues
11.8,9.0,83,20,24.1,100.3,Cloudy,Soisy-sous-Montmorency
13.8,8.9,72,17,24.1,100.28,Mostly Cloudy,Soissons
14.4,8.8,69,28,48.3,100.25,Mainly Clear,Six-Fours-les-Plages
14.6,7.7,63,28,48.3,100.26,Mainly Clear,Sin-le-Noble
12.0,7.9,76,9,48.3,100.32,Mostly Cloudy,Seynod
9.7,7.2,84,19,25.0,100.43,Mostly Cloudy,Sèvres
10.2,5.9,75,26,25.0,100.52,Mostly Cloudy,Sevran
9.8,5.5,75,17,25.0,100.58,Mainly Clear,Sète
9.7,5.2,74,19,25.0,100.66,Mainly Clear,Sens
9.2,4.4,72,26,25.0,100.75,Mainly Clear,Senlis
8.7,4.0,72,22,25.0,100.79,Mainly Clear,Sélestat
8.8,4.2,73,28,25.0,100.82,Mostly Cloudy,Sedan
8.4,4.4,76,17,25.0,100.9,Mainly Clear,Schiltigheim
7.0,4.2,82,15,25.0,100.93,Mainly Clear,Sceaux
6.5,3.9,83,11,25.0,101.01,Mainly Clear,Savigny-sur-Orge
5.3,3.7,89,13,25.0,101.09,Clear,Savigny-le-Temple
5.7,3.8,88,7,25.0,101.19,Mostly Cloudy,Saumur
5.9,3.7,86,11,24.1,101.25,Mostly Cloudy,Sartrouville
6.0,3.7,85,13,24.1,101.31,Mostly Cloudy,Sarreguemines
5.9,3.3,83,9,24.1,101.29,Mainly Clear,Sarcelles
6.9,2.5,74,9,48.3,101.3,Mostly Cloudy,Saran
8.5,3.1,69,22,48.3,101.3,Mostly Cloudy,Sannois
9.0,1.5,59,15,48.3,101.33,Mainly Clear,Sanary-sur-Mer
9.2,0.6,55,22,48.3,101.36,Mostly Cloudy,Salon-de-Provence
9.3,-0.5,50,20,48.3,101.32,Mostly Cloudy,Sallanches
10.2,-0.6,47,17,48.3,101.25,Mainly Clear,Saint-Sébastien-sur-Loire
10.5,0.3,49,11,48.3,101.24,Mainly Clear,Saint-Raphaël
9.2,-0.2,52,11,48.3,101.23,Cloudy,Saint-Quentin
8.6,-1.2,50,13,48.3,101.26,Cloudy,Saint-Priest
7.3,-0.1,59,9,25.0,101.27,Cloudy,Saint-Pol-sur-Mer
7.3,0.9,64,6,25.0,101.3,Cloudy,Saint-Pierre-des-Corps
7.4,0.4,61,6,25.0,101.33,Cloudy,Saint-Ouen-l’Aumône
7.3,0.6,62,7,25.0,101.34,Cloudy,Saint-Ouen
7.5,0.4,61,0,25.0,101.38,Cloudy,Saint-Omer
6.5,1.4,70,15,25.0,101.44,Rain Showers,Saint-Nazaire
6.4,2.9,78,9,25.0,101.49,Rain Showers,Saint-Michel-sur-Orge
6.2,2.9,79,7,25.0,101.52,Rain Showers,Saint-Médard-en-Jalles
5.4,3.0,84,6,25.0,101.5,Mostly Cloudy,Saint-Maximin-la-Sainte-Baume
5.1,2.9,86,0,25.0,101.52,Clear,Saint-Maur-des-Fossés
3.6,2.4,92,6,25.0,101.58,Clear,Saint-Martin-d’Hères
2.8,2.6,99,0,25.0,101.62,Clear,Saint-Mandé
2.4,1.9,96,9,24.1,101.73,Mainly Clear,Saint-Malo
2.5,1.3,92,6,48.3,101.83,Mainly Clear,Saint-Louis
5.4,1.1,74,7,48.3,101.92,Mainly Clear,Saint-Lô
6.6,0.5,65,4,48.3,101.94,Clear,Saint-Leu-la-Forêt
8.6,-1.7,48,7,48.3,101.97,Mainly Clear,Saint-Leu
10.0,-1.0,46,9,48.3,101.95,Mainly Clear,Saint-Laurent-du-Var
10.7,-2.0,41,13,48.3,101.95,Mainly Clear,Saint-Jean-de-la-Ruelle
11.1,-1.3,42,13,48.3,101.93,Mainly Clear,Saint-Jean-de-Braye
11.6,-1.5,40,19,48.3,101.91,Mainly Clear,Saint-Herblain
11.9,0.3,45,9,48.3,101.89,Mostly Cloudy,Saint-Gratien
12.0,-0.1,43,13,48.3,101.9,Mostly Cloudy,Saint-Germain-en-Laye
11.5,-1.0,42,9,48.3,101.94,Cloudy,Saint-Genis-Laval
10.6,-0.7,45,7,25.0,101.98,Mostly Cloudy,Saint-Fons
9.7,1.5,57,15,25.0,102.03,Mainly Clear,Saint-Étienne-du-Rouvray
8.1,2.2,66,7,25.0,102.05,Mainly Clear,Saint-Étienne
7.3,2.7,73,9,25.0,102.08,Mainly Clear,Saintes
8.0,2.0,66,4,25.0,102.08,Clear,Sainte-Geneviève-des-Bois
7.4,1.9,68,7,25.0,102.06,Clear,Sainte-Foy-lès-Lyon
5.8,2.6,80,6,25.0,102.06,Clear,Saint-Égrève
5.8,3.3,84,4,25.0,102.08,Clear,Saint-Dizier
5.9,3.4,84,6,25.0,102.06,Clear,Saint-Dié-des-Vosges
5.9,3.2,83,4,25.0,102.02,Clear,Saint-Denis
4.3,2.7,89,7,25.0,102.04,Clear,Saint-Cyr-sur-Loire
5.1,3.2,88,4,25.0,102.08,Mainly Clear,Saint-Cyr-l’École
5.4,3.7,89,7,48.3,102.09,Mainly Clear,Saint-Cloud
6.7,5.3,91,9,48.3,102.09,Mainly Clear,Saint-Chamond
8.4,6.0,85,15,48.3,102.08,Clear,Saint-Brieuc
10.3,6.4,77,15,48.3,102.06,Clear,Saint-Avold
12.5,6.0,65,17,48.3,102.0,Clear,Saint-Avertin
13.5,4.7,55,6,48.3,101.93,Mainly Clear,Saint-Amand-les-Eaux
14.4,4.4,51,7,48.3,101.84,Mainly Clear,Rueil-Malmaison
15.0,4.4,49,7,48.3,101.71,Mostly Cloudy,Royan
14.9,3.2,45,11,48.3,101.66,Mostly Cloudy,Rouen
15.0,4.6,50,13,48.3,101.59,Mostly Cloudy,Roubaix
14.5,4.0,49,13,48.3,101.57,Mostly Cloudy,Rosny-sous-Bois
13.6,4.8,55,22,48.3,101.5,Mostly Cloudy,Ronchin
13.2,4.8,57,20,25.0,101.44,Mostly Cloudy,Romorantin-Lanthenay
12.8,4.5,57,19,25.0,101.45,Mostly Cloudy,Romans-sur-Isère
11.9,4.6,61,19,25.0,101.4,Mainly Clear,Romainville
11.4,4.5,62,19,25.0,101.36,Mainly Clear,Roissy-en-Brie
10.6,7.4,81,17,25.0,101.32,Mainly Clear,Rodez
10.4,7.4,82,19,25.0,101.26,Mainly Clear,Rochefort
10.0,7.4,84,15,25.0,101.22,Mainly Clear,Roanne
10.3,7.8,84,11,25.0,101.18,Mostly Cloudy,Ris-Orangis
11.0,7.8,81,15,25.0,101.09,Mostly Cloudy,Riom
11.3,7.9,80,13,25.0,101.01,Mostly Cloudy,Rillieux-la-Pape
11.3,8.1,81,30,25.0,100.94,Mostly Cloudy,Rezé
11.2,8.3,82,20,25.0,100.9,Mostly Cloudy,Rennes
11.5,8.4,81,37,24.1,100.85,Mostly Cloudy,Reims
11.6,8.8,83,39,24.1,100.8,Cloudy,Rambouillet
12.0,8.8,81,32,24.1,100.73,Cloudy,Quimper
12.5,8.9,79,32,24.1,100.64,Cloudy,Puteaux
13.5,9.0,74,33,24.1,100.53,Cloudy,Port-de-Bouc
12.2,10.6,90,13,12.9,100.43,Rain,Pontoise
13.3,9.9,80,20,19.3,100.33,Cloudy,Pontivy
12.5,10.8,89,19,4.0,100.24,Rain,Pontarlier
12.8,11.8,94,19,48.3,100.07,Cloudy,Pont-à-Mousson
13.2,11.2,88,15,48.3,100.01,Cloudy,Poitiers
13.7,10.4,80,26,16.1,100.02,Rain,Poissy
11.5,7.7,77,33,24.1,100.13,Rain,Ploemeur
8.9,7.1,88,19,25.0,100.25,Mostly Cloudy,Plaisir
7.8,6.1,89,17,25.0,100.31,Mostly Cloudy,Plaisance-du-Touch
7.4,5.9,90,15,25.0,100.34,Mostly Cloudy,Pierrefitte-sur-Seine
7.9,5.9,87,19,25.0,100.37,Mostly Cloudy,Pessac
7.7,5.7,87,11,25.0,100.4,Mostly Cloudy,Pertuis
6.7,4.9,88,9,25.0,100.37,Mainly Clear,Perpignan
7.2,4.4,82,17,25.0,100.4,Mostly Cloudy,Périgueux
6.7,3.8,82,20,25.0,100.42,Mostly Cloudy,Pau
6.6,3.8,82,32,25.0,100.45,Mostly Cloudy,Paris
6.6,3.9,83,24,25.0,100.51,Mostly Cloudy,Pantin
6.0,3.2,82,26,25.0,100.68,Mostly Cloudy,Pamiers
5.5,2.5,81,28,25.0,100.84,Mainly Clear,Palaiseau
5.0,2.4,83,22,24.1,100.95,Mainly Clear,Ozoir-la-Ferrière
4.9,2.3,83,26,24.1,101.05,Mainly Clear,Oyonnax
6.0,2.3,77,20,24.1,101.14,Mainly Clear,Outreau
6.8,1.2,67,24,24.1,101.2,Mainly Clear,Oullins
7.7,0.2,59,32,48.3,101.19,Mostly Cloudy,Osny
8.7,1.2,59,24,48.3,101.2,Mostly Cloudy,Orvault
8.0,-0.6,55,30,48.3,101.22,Mostly Cloudy,Orsay
9.2,-1.8,46,30,48.3,101.22,Mostly Cloudy,Orly
9.7,-1.7,45,26,48.3,101.2,Mostly Cloudy,Orléans
9.8,-2.9,41,30,48.3,101.21,Mostly Cloudy,Orange
9.8,-2.7,41,28,48.3,101.18,Mostly Cloudy,Olivet
9.1,-2.2,45,19,24.1,101.15,Cloudy,Octeville
9.1,0.9,56,30,25.0,101.19,Rain,Noyon
8.4,2.2,65,37,25.0,101.13,Rain,Noisy-le-Sec
7.0,3.6,79,32,25.0,101.07,Rain,Noisy-le-Grand
6.6,4.2,85,22,25.0,100.93,Rain,Noisiel
6.9,3.9,81,22,25.0,100.77,Rain,Nogent-sur-Oise
8.2,4.2,76,19,25.0,100.69,Rain,Nogent-sur-Marne
7.7,5.3,85,22,25.0,100.74,Rain,Niort
8.1,5.4,83,24,25.0,100.75,Rain,Nîmes
7.9,4.4,79,30,25.0,100.76,Cloudy,Nice
7.2,1.1,65,33,25.0,100.83,Cloudy,Nevers
5.5,0.6,71,26,25.0,101.0,Cloudy,Neuilly-sur-Seine
4.4,-0.1,73,24,25.0,101.14,Mostly Cloudy,Neuilly-sur-Marne
3.6,-0.4,75,24,24.1,101.3,Mainly Clear,Neuilly-Plaisance
